training with model_path ./checkpoint/resnet18_SSL_reinforcement_0417.pth
Device: cuda
Number of train images is 20000
[27/40] Train batch: 27 / 167
[27/40] Train batch: 28 / 167
[27/40] Train batch: 29 / 167
[27/40] Train batch: 30 / 167
[27/40] Train batch: 31 / 167
[27/40] Train batch: 32 / 167
[27/40] Train batch: 33 / 167
[27/40] Train batch: 34 / 167
[27/40] Train batch: 35 / 167
[27/40] Train batch: 36 / 167
[27/40] Train batch: 37 / 167
[27/40] Train batch: 38 / 167
[27/40] Train batch: 39 / 167
[27/40] Train batch: 40 / 167
[27/40] Train batch: 41 / 167
[27/40] Train batch: 42 / 167
[27/40] Train batch: 43 / 167
[27/40] Train batch: 44 / 167
[27/40] Train batch: 45 / 167
[27/40] Train batch: 46 / 167
[27/40] Train batch: 47 / 167
[27/40] Train batch: 48 / 167
[27/40] Train batch: 49 / 167
[27/40] Train batch: 50 / 167
[27/40] Train batch: 51 / 167
[27/40] Train batch: 52 / 167
[27/40] Train batch: 53 / 167
[27/40] Train batch: 54 / 167
[27/40] Train batch: 55 / 167
[27/40] Train batch: 56 / 167
[27/40] Train batch: 57 / 167
[27/40] Train batch: 58 / 167
[27/40] Train batch: 59 / 167
[27/40] Train batch: 60 / 167
[27/40] Train batch: 61 / 167
[27/40] Train batch: 62 / 167
[27/40] Train batch: 63 / 167
[27/40] Train batch: 64 / 167
[27/40] Train batch: 65 / 167
[27/40] Train batch: 66 / 167
[27/40] Train batch: 67 / 167
[27/40] Train batch: 68 / 167
[27/40] Train batch: 69 / 167
[27/40] Train batch: 70 / 167
[27/40] Train batch: 71 / 167
[27/40] Train batch: 72 / 167
[27/40] Train batch: 73 / 167
[27/40] Train batch: 74 / 167
[27/40] Train batch: 75 / 167
[27/40] Train batch: 76 / 167
[27/40] Train batch: 77 / 167
[27/40] Train batch: 78 / 167
[27/40] Train batch: 79 / 167
[27/40] Train batch: 80 / 167
[27/40] Train batch: 81 / 167
[27/40] Train batch: 82 / 167
[27/40] Train batch: 83 / 167
[27/40] Train batch: 84 / 167
[27/40] Train batch: 85 / 167
[27/40] Train batch: 86 / 167
[27/40] Train batch: 87 / 167
[27/40] Train batch: 88 / 167
[27/40] Train batch: 89 / 167
[27/40] Train batch: 90 / 167
[27/40] Train batch: 91 / 167
[27/40] Train batch: 92 / 167
[27/40] Train batch: 93 / 167
[27/40] Train batch: 94 / 167
[27/40] Train batch: 95 / 167
[27/40] Train batch: 96 / 167
[27/40] Train batch: 97 / 167
[27/40] Train batch: 98 / 167
[27/40] Train batch: 99 / 167
[27/40] Train batch: 100 / 167
[27/40] Train batch: 101 / 167
[27/40] Train batch: 102 / 167
[27/40] Train batch: 103 / 167
[27/40] Train batch: 104 / 167
[27/40] Train batch: 105 / 167
[27/40] Train batch: 106 / 167
[27/40] Train batch: 107 / 167
[27/40] Train batch: 108 / 167
[27/40] Train batch: 109 / 167
[27/40] Train batch: 110 / 167
[27/40] Train batch: 111 / 167
[27/40] Train batch: 112 / 167
[27/40] Train batch: 113 / 167
[27/40] Train batch: 114 / 167
[27/40] Train batch: 115 / 167
[27/40] Train batch: 116 / 167
[27/40] Train batch: 117 / 167
[27/40] Train batch: 118 / 167
[27/40] Train batch: 119 / 167
[27/40] Train batch: 120 / 167
[27/40] Train batch: 121 / 167
[27/40] Train batch: 122 / 167
[27/40] Train batch: 123 / 167
[27/40] Train batch: 124 / 167
[27/40] Train batch: 125 / 167
[27/40] Train batch: 126 / 167
[27/40] Train batch: 127 / 167
[27/40] Train batch: 128 / 167
[27/40] Train batch: 129 / 167
[27/40] Train batch: 130 / 167
[27/40] Train batch: 131 / 167
[27/40] Train batch: 132 / 167
[27/40] Train batch: 133 / 167
[27/40] Train batch: 134 / 167
[27/40] Train batch: 135 / 167
[27/40] Train batch: 136 / 167
[27/40] Train batch: 137 / 167
[27/40] Train batch: 138 / 167
[27/40] Train batch: 139 / 167
[27/40] Train batch: 140 / 167
[27/40] Train batch: 141 / 167
[27/40] Train batch: 142 / 167
[27/40] Train batch: 143 / 167
[27/40] Train batch: 144 / 167
[27/40] Train batch: 145 / 167
[27/40] Train batch: 146 / 167
[27/40] Train batch: 147 / 167
[27/40] Train batch: 148 / 167
[27/40] Train batch: 149 / 167
[27/40] Train batch: 150 / 167
[27/40] Train batch: 151 / 167
[27/40] Train batch: 152 / 167
[27/40] Train batch: 153 / 167
[27/40] Train batch: 154 / 167
[27/40] Train batch: 155 / 167
[27/40] Train batch: 156 / 167
[27/40] Train batch: 157 / 167
[27/40] Train batch: 158 / 167
[27/40] Train batch: 159 / 167
[27/40] Train batch: 160 / 167
[27/40] Train batch: 161 / 167
[27/40] Train batch: 162 / 167
[27/40] Train batch: 163 / 167
[27/40] Train batch: 164 / 167
[27/40] Train batch: 165 / 167
[27/40] Train batch: 166 / 167
[27/40] Train batch: 167 / 167
[27/40] 13.35 sec(s) Train Acc: 0.84436 | Train Loss: 0.44194

[27/40] Train batch: 1 / 167
[27/40] Train batch: 2 / 167
[27/40] Train batch: 3 / 167
[27/40] Train batch: 4 / 167
[27/40] Train batch: 5 / 167
[27/40] Train batch: 6 / 167
[27/40] Train batch: 7 / 167
[27/40] Train batch: 8 / 167
[27/40] Train batch: 9 / 167
[27/40] Train batch: 10 / 167
[27/40] Train batch: 11 / 167
[27/40] Train batch: 12 / 167
[27/40] Train batch: 13 / 167
[27/40] Train batch: 14 / 167
[27/40] Train batch: 15 / 167
[27/40] Train batch: 16 / 167
[27/40] Train batch: 17 / 167
[27/40] Train batch: 18 / 167
[27/40] Train batch: 19 / 167
[27/40] Train batch: 20 / 167
[27/40] 0.59 sec(s) Val Acc: 0.91420 | Val Loss: 0.26196

[28/40] Train batch: 1 / 167
[28/40] Train batch: 2 / 167
[28/40] Train batch: 3 / 167
[28/40] Train batch: 4 / 167
[28/40] Train batch: 5 / 167
[28/40] Train batch: 6 / 167
[28/40] Train batch: 7 / 167
[28/40] Train batch: 8 / 167
[28/40] Train batch: 9 / 167
[28/40] Train batch: 10 / 167
[28/40] Train batch: 11 / 167
[28/40] Train batch: 12 / 167
[28/40] Train batch: 13 / 167
[28/40] Train batch: 14 / 167
[28/40] Train batch: 15 / 167
[28/40] Train batch: 16 / 167
[28/40] Train batch: 17 / 167
[28/40] Train batch: 18 / 167
[28/40] Train batch: 19 / 167
[28/40] Train batch: 20 / 167
[28/40] Train batch: 21 / 167
[28/40] Train batch: 22 / 167
[28/40] Train batch: 23 / 167
[28/40] Train batch: 24 / 167
[28/40] Train batch: 25 / 167
[28/40] Train batch: 26 / 167
[28/40] Train batch: 27 / 167
[28/40] Train batch: 28 / 167
[28/40] Train batch: 29 / 167
[28/40] Train batch: 30 / 167
[28/40] Train batch: 31 / 167
[28/40] Train batch: 32 / 167
[28/40] Train batch: 33 / 167
[28/40] Train batch: 34 / 167
[28/40] Train batch: 35 / 167
[28/40] Train batch: 36 / 167
[28/40] Train batch: 37 / 167
[28/40] Train batch: 38 / 167
[28/40] Train batch: 39 / 167
[28/40] Train batch: 40 / 167
[28/40] Train batch: 41 / 167
[28/40] Train batch: 42 / 167
[28/40] Train batch: 43 / 167
[28/40] Train batch: 44 / 167
[28/40] Train batch: 45 / 167
[28/40] Train batch: 46 / 167
[28/40] Train batch: 47 / 167
[28/40] Train batch: 48 / 167
[28/40] Train batch: 49 / 167
[28/40] Train batch: 50 / 167
[28/40] Train batch: 51 / 167
[28/40] Train batch: 52 / 167
[28/40] Train batch: 53 / 167
[28/40] Train batch: 54 / 167
[28/40] Train batch: 55 / 167
[28/40] Train batch: 56 / 167
[28/40] Train batch: 57 / 167
[28/40] Train batch: 58 / 167
[28/40] Train batch: 59 / 167
[28/40] Train batch: 60 / 167
[28/40] Train batch: 61 / 167
[28/40] Train batch: 62 / 167
[28/40] Train batch: 63 / 167
[28/40] Train batch: 64 / 167
[28/40] Train batch: 65 / 167
[28/40] Train batch: 66 / 167
[28/40] Train batch: 67 / 167
[28/40] Train batch: 68 / 167
[28/40] Train batch: 69 / 167
[28/40] Train batch: 70 / 167
[28/40] Train batch: 71 / 167
[28/40] Train batch: 72 / 167
[28/40] Train batch: 73 / 167
[28/40] Train batch: 74 / 167
[28/40] Train batch: 75 / 167
[28/40] Train batch: 76 / 167
[28/40] Train batch: 77 / 167
[28/40] Train batch: 78 / 167
[28/40] Train batch: 79 / 167
[28/40] Train batch: 80 / 167
[28/40] Train batch: 81 / 167
[28/40] Train batch: 82 / 167
[28/40] Train batch: 83 / 167
[28/40] Train batch: 84 / 167
[28/40] Train batch: 85 / 167
[28/40] Train batch: 86 / 167
[28/40] Train batch: 87 / 167
[28/40] Train batch: 88 / 167
[28/40] Train batch: 89 / 167
[28/40] Train batch: 90 / 167
[28/40] Train batch: 91 / 167
[28/40] Train batch: 92 / 167
[28/40] Train batch: 93 / 167
[28/40] Train batch: 94 / 167
[28/40] Train batch: 95 / 167
[28/40] Train batch: 96 / 167
[28/40] Train batch: 97 / 167
[28/40] Train batch: 98 / 167
[28/40] Train batch: 99 / 167
[28/40] Train batch: 100 / 167
[28/40] Train batch: 101 / 167
[28/40] Train batch: 102 / 167
[28/40] Train batch: 103 / 167
[28/40] Train batch: 104 / 167
[28/40] Train batch: 105 / 167
[28/40] Train batch: 106 / 167
[28/40] Train batch: 107 / 167
[28/40] Train batch: 108 / 167
[28/40] Train batch: 109 / 167
[28/40] Train batch: 110 / 167
[28/40] Train batch: 111 / 167
[28/40] Train batch: 112 / 167
[28/40] Train batch: 113 / 167
[28/40] Train batch: 114 / 167
[28/40] Train batch: 115 / 167
[28/40] Train batch: 116 / 167
[28/40] Train batch: 117 / 167
[28/40] Train batch: 118 / 167
[28/40] Train batch: 119 / 167
[28/40] Train batch: 120 / 167
[28/40] Train batch: 121 / 167
[28/40] Train batch: 122 / 167
[28/40] Train batch: 123 / 167
[28/40] Train batch: 124 / 167
[28/40] Train batch: 125 / 167
[28/40] Train batch: 126 / 167
[28/40] Train batch: 127 / 167
[28/40] Train batch: 128 / 167
[28/40] Train batch: 129 / 167
[28/40] Train batch: 130 / 167
[28/40] Train batch: 131 / 167
[28/40] Train batch: 132 / 167
[28/40] Train batch: 133 / 167
[28/40] Train batch: 134 / 167
[28/40] Train batch: 135 / 167
[28/40] Train batch: 136 / 167
[28/40] Train batch: 137 / 167
[28/40] Train batch: 138 / 167
[28/40] Train batch: 139 / 167
[28/40] Train batch: 140 / 167
[28/40] Train batch: 141 / 167
[28/40] Train batch: 142 / 167
[28/40] Train batch: 143 / 167
[28/40] Train batch: 144 / 167
[28/40] Train batch: 145 / 167
[28/40] Train batch: 146 / 167
[28/40] Train batch: 147 / 167
[28/40] Train batch: 148 / 167
[28/40] Train batch: 149 / 167
[28/40] Train batch: 150 / 167
[28/40] Train batch: 151 / 167
[28/40] Train batch: 152 / 167
[28/40] Train batch: 153 / 167
[28/40] Train batch: 154 / 167
[28/40] Train batch: 155 / 167
[28/40] Train batch: 156 / 167
[28/40] Train batch: 157 / 167
[28/40] Train batch: 158 / 167
[28/40] Train batch: 159 / 167
[28/40] Train batch: 160 / 167
[28/40] Train batch: 161 / 167
[28/40] Train batch: 162 / 167
[28/40] Train batch: 163 / 167
[28/40] Train batch: 164 / 167
[28/40] Train batch: 165 / 167
[28/40] Train batch: 166 / 167
[28/40] Train batch: 167 / 167
[28/40] 13.24 sec(s) Train Acc: 0.84121 | Train Loss: 0.44861

[28/40] Train batch: 1 / 167
[28/40] Train batch: 2 / 167
[28/40] Train batch: 3 / 167
[28/40] Train batch: 4 / 167
[28/40] Train batch: 5 / 167
[28/40] Train batch: 6 / 167
[28/40] Train batch: 7 / 167
[28/40] Train batch: 8 / 167
[28/40] Train batch: 9 / 167
[28/40] Train batch: 10 / 167
[28/40] Train batch: 11 / 167
[28/40] Train batch: 12 / 167
[28/40] Train batch: 13 / 167
[28/40] Train batch: 14 / 167
[28/40] Train batch: 15 / 167
[28/40] Train batch: 16 / 167
[28/40] Train batch: 17 / 167
[28/40] Train batch: 18 / 167
[28/40] Train batch: 19 / 167
[28/40] Train batch: 20 / 167
[28/40] 0.60 sec(s) Val Acc: 0.91560 | Val Loss: 0.26314

[29/40] Train batch: 1 / 167
[29/40] Train batch: 2 / 167
[29/40] Train batch: 3 / 167
[29/40] Train batch: 4 / 167
[29/40] Train batch: 5 / 167
[29/40] Train batch: 6 / 167
[29/40] Train batch: 7 / 167
[29/40] Train batch: 8 / 167
[29/40] Train batch: 9 / 167
[29/40] Train batch: 10 / 167
[29/40] Train batch: 11 / 167
[29/40] Train batch: 12 / 167
[29/40] Train batch: 13 / 167
[29/40] Train batch: 14 / 167
[29/40] Train batch: 15 / 167
[29/40] Train batch: 16 / 167
[29/40] Train batch: 17 / 167
[29/40] Train batch: 18 / 167
[29/40] Train batch: 19 / 167
[29/40] Train batch: 20 / 167
[29/40] Train batch: 21 / 167
[29/40] Train batch: 22 / 167
[29/40] Train batch: 23 / 167
[29/40] Train batch: 24 / 167
[29/40] Train batch: 25 / 167
[29/40] Train batch: 26 / 167
[29/40] Train batch: 27 / 167
[29/40] Train batch: 28 / 167
[29/40] Train batch: 29 / 167
[29/40] Train batch: 30 / 167
[29/40] Train batch: 31 / 167
[29/40] Train batch: 32 / 167
[29/40] Train batch: 33 / 167
[29/40] Train batch: 34 / 167
[29/40] Train batch: 35 / 167
[29/40] Train batch: 36 / 167
[29/40] Train batch: 37 / 167
[29/40] Train batch: 38 / 167
[29/40] Train batch: 39 / 167
[29/40] Train batch: 40 / 167
[29/40] Train batch: 41 / 167
[29/40] Train batch: 42 / 167
[29/40] Train batch: 43 / 167
[29/40] Train batch: 44 / 167
[29/40] Train batch: 45 / 167
[29/40] Train batch: 46 / 167
[29/40] Train batch: 47 / 167
[29/40] Train batch: 48 / 167
[29/40] Train batch: 49 / 167
[29/40] Train batch: 50 / 167
[29/40] Train batch: 51 / 167
[29/40] Train batch: 52 / 167
[29/40] Train batch: 53 / 167
[29/40] Train batch: 54 / 167
[29/40] Train batch: 55 / 167
[29/40] Train batch: 56 / 167
[29/40] Train batch: 57 / 167
[29/40] Train batch: 58 / 167
[29/40] Train batch: 59 / 167
[29/40] Train batch: 60 / 167
[29/40] Train batch: 61 / 167
[29/40] Train batch: 62 / 167
[29/40] Train batch: 63 / 167
[29/40] Train batch: 64 / 167
[29/40] Train batch: 65 / 167
[29/40] Train batch: 66 / 167
[29/40] Train batch: 67 / 167
[29/40] Train batch: 68 / 167
[29/40] Train batch: 69 / 167
[29/40] Train batch: 70 / 167
[29/40] Train batch: 71 / 167
[29/40] Train batch: 72 / 167
[29/40] Train batch: 73 / 167
[29/40] Train batch: 74 / 167
[29/40] Train batch: 75 / 167
[29/40] Train batch: 76 / 167
[29/40] Train batch: 77 / 167
[29/40] Train batch: 78 / 167
[29/40] Train batch: 79 / 167
[29/40] Train batch: 80 / 167
[29/40] Train batch: 81 / 167
[29/40] Train batch: 82 / 167
[29/40] Train batch: 83 / 167
[29/40] Train batch: 84 / 167
[29/40] Train batch: 85 / 167
[29/40] Train batch: 86 / 167
[29/40] Train batch: 87 / 167
[29/40] Train batch: 88 / 167
[29/40] Train batch: 89 / 167
[29/40] Train batch: 90 / 167
[29/40] Train batch: 91 / 167
[29/40] Train batch: 92 / 167
[29/40] Train batch: 93 / 167
[29/40] Train batch: 94 / 167
[29/40] Train batch: 95 / 167
[29/40] Train batch: 96 / 167
[29/40] Train batch: 97 / 167
[29/40] Train batch: 98 / 167
[29/40] Train batch: 99 / 167
[29/40] Train batch: 100 / 167
[29/40] Train batch: 101 / 167
[29/40] Train batch: 102 / 167
[29/40] Train batch: 103 / 167
[29/40] Train batch: 104 / 167
[29/40] Train batch: 105 / 167
[29/40] Train batch: 106 / 167
[29/40] Train batch: 107 / 167
[29/40] Train batch: 108 / 167
[29/40] Train batch: 109 / 167
[29/40] Train batch: 110 / 167
[29/40] Train batch: 111 / 167
[29/40] Train batch: 112 / 167
[29/40] Train batch: 113 / 167
[29/40] Train batch: 114 / 167
[29/40] Train batch: 115 / 167
[29/40] Train batch: 116 / 167
[29/40] Train batch: 117 / 167
[29/40] Train batch: 118 / 167
[29/40] Train batch: 119 / 167
[29/40] Train batch: 120 / 167
[29/40] Train batch: 121 / 167
[29/40] Train batch: 122 / 167
[29/40] Train batch: 123 / 167
[29/40] Train batch: 124 / 167
[29/40] Train batch: 125 / 167
[29/40] Train batch: 126 / 167
[29/40] Train batch: 127 / 167
[29/40] Train batch: 128 / 167
[29/40] Train batch: 129 / 167
[29/40] Train batch: 130 / 167
[29/40] Train batch: 131 / 167
[29/40] Train batch: 132 / 167
[29/40] Train batch: 133 / 167
[29/40] Train batch: 134 / 167
[29/40] Train batch: 135 / 167
[29/40] Train batch: 136 / 167
[29/40] Train batch: 137 / 167
[29/40] Train batch: 138 / 167
[29/40] Train batch: 139 / 167
[29/40] Train batch: 140 / 167
[29/40] Train batch: 141 / 167
[29/40] Train batch: 142 / 167
[29/40] Train batch: 143 / 167
[29/40] Train batch: 144 / 167
[29/40] Train batch: 145 / 167
[29/40] Train batch: 146 / 167
[29/40] Train batch: 147 / 167
[29/40] Train batch: 148 / 167
[29/40] Train batch: 149 / 167
[29/40] Train batch: 150 / 167
[29/40] Train batch: 151 / 167
[29/40] Train batch: 152 / 167
[29/40] Train batch: 153 / 167
[29/40] Train batch: 154 / 167
[29/40] Train batch: 155 / 167
[29/40] Train batch: 156 / 167
[29/40] Train batch: 157 / 167
[29/40] Train batch: 158 / 167
[29/40] Train batch: 159 / 167
[29/40] Train batch: 160 / 167
[29/40] Train batch: 161 / 167
[29/40] Train batch: 162 / 167
[29/40] Train batch: 163 / 167
[29/40] Train batch: 164 / 167
[29/40] Train batch: 165 / 167
[29/40] Train batch: 166 / 167
[29/40] Train batch: 167 / 167
[29/40] 13.24 sec(s) Train Acc: 0.83923 | Train Loss: 0.45152

[29/40] Train batch: 1 / 167
[29/40] Train batch: 2 / 167
[29/40] Train batch: 3 / 167
[29/40] Train batch: 4 / 167
[29/40] Train batch: 5 / 167
[29/40] Train batch: 6 / 167
[29/40] Train batch: 7 / 167
[29/40] Train batch: 8 / 167
[29/40] Train batch: 9 / 167
[29/40] Train batch: 10 / 167
[29/40] Train batch: 11 / 167
[29/40] Train batch: 12 / 167
[29/40] Train batch: 13 / 167
[29/40] Train batch: 14 / 167
[29/40] Train batch: 15 / 167
[29/40] Train batch: 16 / 167
[29/40] Train batch: 17 / 167
[29/40] Train batch: 18 / 167
[29/40] Train batch: 19 / 167
[29/40] Train batch: 20 / 167
[29/40] 0.66 sec(s) Val Acc: 0.91520 | Val Loss: 0.26235

[30/40] Train batch: 1 / 167
[30/40] Train batch: 2 / 167
[30/40] Train batch: 3 / 167
[30/40] Train batch: 4 / 167
[30/40] Train batch: 5 / 167
[30/40] Train batch: 6 / 167
[30/40] Train batch: 7 / 167
[30/40] Train batch: 8 / 167
[30/40] Train batch: 9 / 167
[30/40] Train batch: 10 / 167
[30/40] Train batch: 11 / 167
[30/40] Train batch: 12 / 167
[30/40] Train batch: 13 / 167
[30/40] Train batch: 14 / 167
[30/40] Train batch: 15 / 167
[30/40] Train batch: 16 / 167
[30/40] Train batch: 17 / 167
[30/40] Train batch: 18 / 167
[30/40] Train batch: 19 / 167
[30/40] Train batch: 20 / 167
[30/40] Train batch: 21 / 167
[30/40] Train batch: 22 / 167
[30/40] Train batch: 23 / 167
[30/40] Train batch: 24 / 167
[30/40] Train batch: 25 / 167
[30/40] Train batch: 26 / 167
[30/40] Train batch: 27 / 167
[30/40] Train batch: 28 / 167
[30/40] Train batch: 29 / 167
[30/40] Train batch: 30 / 167
[30/40] Train batch: 31 / 167
[30/40] Train batch: 32 / 167
[30/40] Train batch: 33 / 167
[30/40] Train batch: 34 / 167
[30/40] Train batch: 35 / 167
[30/40] Train batch: 36 / 167
[30/40] Train batch: 37 / 167
[30/40] Train batch: 38 / 167
[30/40] Train batch: 39 / 167
[30/40] Train batch: 40 / 167
[30/40] Train batch: 41 / 167
[30/40] Train batch: 42 / 167
[30/40] Train batch: 43 / 167
[30/40] Train batch: 44 / 167
[30/40] Train batch: 45 / 167
[30/40] Train batch: 46 / 167
[30/40] Train batch: 47 / 167
[30/40] Train batch: 48 / 167
[30/40] Train batch: 49 / 167
[30/40] Train batch: 50 / 167
[30/40] Train batch: 51 / 167
[30/40] Train batch: 52 / 167
[30/40] Train batch: 53 / 167
[30/40] Train batch: 54 / 167
[30/40] Train batch: 55 / 167
[30/40] Train batch: 56 / 167
[30/40] Train batch: 57 / 167
[30/40] Train batch: 58 / 167
[30/40] Train batch: 59 / 167
[30/40] Train batch: 60 / 167
[30/40] Train batch: 61 / 167
[30/40] Train batch: 62 / 167
[30/40] Train batch: 63 / 167
[30/40] Train batch: 64 / 167
[30/40] Train batch: 65 / 167
[30/40] Train batch: 66 / 167
[30/40] Train batch: 67 / 167
[30/40] Train batch: 68 / 167
[30/40] Train batch: 69 / 167
[30/40] Train batch: 70 / 167
[30/40] Train batch: 71 / 167
[30/40] Train batch: 72 / 167
[30/40] Train batch: 73 / 167
[30/40] Train batch: 74 / 167
[30/40] Train batch: 75 / 167
[30/40] Train batch: 76 / 167
[30/40] Train batch: 77 / 167
[30/40] Train batch: 78 / 167
[30/40] Train batch: 79 / 167
[30/40] Train batch: 80 / 167
[30/40] Train batch: 81 / 167
[30/40] Train batch: 82 / 167
[30/40] Train batch: 83 / 167
[30/40] Train batch: 84 / 167
[30/40] Train batch: 85 / 167
[30/40] Train batch: 86 / 167
[30/40] Train batch: 87 / 167
[30/40] Train batch: 88 / 167
[30/40] Train batch: 89 / 167
[30/40] Train batch: 90 / 167
[30/40] Train batch: 91 / 167
[30/40] Train batch: 92 / 167
[30/40] Train batch: 93 / 167
[30/40] Train batch: 94 / 167
[30/40] Train batch: 95 / 167
[30/40] Train batch: 96 / 167
[30/40] Train batch: 97 / 167
[30/40] Train batch: 98 / 167
[30/40] Train batch: 99 / 167
[30/40] Train batch: 100 / 167
[30/40] Train batch: 101 / 167
[30/40] Train batch: 102 / 167
[30/40] Train batch: 103 / 167
[30/40] Train batch: 104 / 167
[30/40] Train batch: 105 / 167
[30/40] Train batch: 106 / 167
[30/40] Train batch: 107 / 167
[30/40] Train batch: 108 / 167
[30/40] Train batch: 109 / 167
[30/40] Train batch: 110 / 167
[30/40] Train batch: 111 / 167
[30/40] Train batch: 112 / 167
[30/40] Train batch: 113 / 167
[30/40] Train batch: 114 / 167
[30/40] Train batch: 115 / 167
[30/40] Train batch: 116 / 167
[30/40] Train batch: 117 / 167
[30/40] Train batch: 118 / 167
[30/40] Train batch: 119 / 167
[30/40] Train batch: 120 / 167
[30/40] Train batch: 121 / 167
[30/40] Train batch: 122 / 167
[30/40] Train batch: 123 / 167
